,time,volume,open,close,high,low
363,2022-03-21 19:29:00+00:00,206,5.53,5.53,5.53,5.52
364,2022-03-21 19:30:00+00:00,262,5.52,5.52,5.52,5.52
365,2022-03-21 19:31:00+00:00,1210,5.52,5.54,5.54,5.52
366,2022-03-21 19:32:00+00:00,539,5.54,5.54,5.54,5.53
367,2022-03-21 19:33:00+00:00,1285,5.53,5.54,5.54,5.53
368,2022-03-21 19:34:00+00:00,150,5.54,5.54,5.54,5.54
369,2022-03-21 19:35:00+00:00,2247,5.54,5.54,5.54,5.53
370,2022-03-21 19:36:00+00:00,90,5.54,5.54,5.54,5.54
371,2022-03-21 19:37:00+00:00,816,5.54,5.53,5.54,5.53
372,2022-03-21 19:38:00+00:00,10,5.54,5.54,5.54,5.54
373,2022-03-21 19:39:00+00:00,2219,5.54,5.52,5.54,5.52
374,2022-03-21 19:40:00+00:00,2804,5.52,5.52,5.52,5.52
375,2022-03-21 19:41:00+00:00,1734,5.52,5.52,5.53,5.52
376,2022-03-21 19:42:00+00:00,8,5.52,5.52,5.52,5.52
377,2022-03-21 19:43:00+00:00,434,5.52,5.52,5.52,5.52
378,2022-03-21 19:44:00+00:00,3758,5.52,5.52,5.52,5.52
379,2022-03-21 19:45:00+00:00,116,5.52,5.51,5.52,5.51
380,2022-03-21 19:46:00+00:00,2197,5.52,5.52,5.52,5.51
381,2022-03-21 19:47:00+00:00,615,5.53,5.52,5.53,5.52
382,2022-03-21 19:48:00+00:00,5562,5.52,5.5,5.52,5.5
383,2022-03-21 19:49:00+00:00,2621,5.5,5.5,5.51,5.5
384,2022-03-21 19:50:00+00:00,5037,5.5,5.51,5.51,5.5
385,2022-03-21 19:51:00+00:00,2642,5.51,5.52,5.52,5.51
386,2022-03-21 19:52:00+00:00,1542,5.52,5.52,5.52,5.52
387,2022-03-21 19:53:00+00:00,2915,5.52,5.52,5.52,5.52
388,2022-03-21 19:54:00+00:00,5666,5.52,5.54,5.54,5.52
389,2022-03-21 19:55:00+00:00,435,5.54,5.54,5.54,5.53
390,2022-03-21 19:56:00+00:00,1315,5.53,5.54,5.54,5.53
391,2022-03-21 19:57:00+00:00,11642,5.54,5.54,5.54,5.53
392,2022-03-21 19:58:00+00:00,4249,5.54,5.54,5.54,5.53
393,2022-03-21 19:59:00+00:00,13857,5.54,5.55,5.55,5.53
